Filename,Step,Element,X,Y,Z,Fx,Fy,Fz,SCF_Energy,ImaginaryFrequency,ErrorTermination
,21.0,H,-0.478645,1.172354,-1.964547,-1.9e-06,-1.808e-06,-2.318e-06,,,
,21.0,H,-0.004419,0.893488,-0.286726,-7.9e-06,-7.58e-07,2.495e-06,,,
,21.0,H,-3.495192,-2.393904,-0.73608,1.52e-06,7.52e-07,7.16e-07,,,
,21.0,H,-5.712346,-1.724224,0.09228,-2.589e-06,1.269e-06,-1.193e-06,,,
,21.0,H,-4.348179,2.322468,0.438011,2.045e-06,9.4e-07,6.48e-07,,,
,21.0,H,-2.146194,1.66393,-0.382811,-6.14e-07,1.884e-06,-6.37e-07,,,
,,,,,,,,,,,
Carbophenthion_rdkit_conf_20.log,21.0,C,-3.153226,-3.80809,1.015072,-1.77e-06,-5.68e-07,3.22e-07,-2539.47415396,0.0,False
,21.0,C,-2.396513,-2.480107,0.819496,4.8e-08,-1.925e-06,-1.136e-06,,,
,21.0,O,-3.332734,-1.501993,0.332724,4.951e-06,-4.372e-06,2.118e-06,,,
,21.0,P,-2.686026,0.053296,0.237705,-1.7476e-05,6.434e-06,-9.53e-06,,,
,21.0,S,-1.623437,0.72422,1.785476,8.351e-06,-1.607e-06,-3.199e-06,,,
,21.0,O,-4.173482,0.782111,-0.080835,7.885e-06,-2.541e-06,1.0069e-05,,,
,21.0,C,-4.139366,2.217265,0.01354,-1.685e-06,5.763e-06,-4.141e-06,,,
,21.0,C,-5.584675,2.737233,-0.109934,-1.967e-06,1.64e-07,-2.4e-07,,,
,21.0,S,-1.730255,0.096191,-1.671891,3.088e-06,1.306e-06,6.111e-06,,,
,21.0,C,-0.052382,0.479441,-1.129388,-4.68e-07,5.1e-08,-1.557e-06,,,
,21.0,S,1.031016,-0.959091,-1.314005,-3.2e-06,-1.731e-06,1.165e-06,,,
,21.0,C,2.574032,-0.365847,-0.677103,3.917e-06,1.0771e-05,4.081e-06,,,
,21.0,C,2.805483,0.908881,-0.169064,3.942e-06,-1.827e-06,-3.046e-06,,,
,21.0,C,4.059471,1.270633,0.305053,-5.339e-06,-4.685e-06,-1.203e-06,,,
,21.0,C,5.094315,0.351847,0.271647,-3.307e-06,5.846e-06,6.014e-06,,,
,21.0,Cl,6.706515,0.813141,0.877822,1.571e-06,3.2e-08,-7.21e-07,,,
,21.0,C,4.890006,-0.928858,-0.230919,6.735e-06,-1.525e-06,-4.336e-06,,,
,21.0,C,3.638065,-1.275271,-0.698848,-6.548e-06,-6.928e-06,-1.541e-06,,,
,21.0,H,-2.46948,-4.570399,1.376403,9.2e-08,-1.248e-06,-9.85e-07,,,
,21.0,H,-3.952866,-3.682655,1.738487,-8.73e-07,6.3e-08,5.61e-07,,,
,21.0,H,-3.58319,-4.139715,0.074964,2.05e-07,1.264e-06,3.4e-08,,,
,21.0,H,-1.951793,-2.157127,1.768961,6.41e-07,4.2e-08,-2.8e-08,,,
,21.0,H,-1.577437,-2.622989,0.102678,1.04e-07,-1.691e-06,1.54e-07,,,
,21.0,H,-3.704354,2.536452,0.968745,6.51e-07,6.72e-07,3.61e-07,,,
,21.0,H,-3.522984,2.642559,-0.789041,7.08e-07,-1.74e-07,-2.43e-07,,,
,21.0,H,-6.197981,2.337936,0.691867,3e-09,-8.17e-07,-2.03e-07,,,
,21.0,H,-6.014653,2.435802,-1.06015,-3.89e-07,1.72e-07,-3.23e-07,,,
,21.0,H,-5.591177,3.821472,-0.050073,1.91e-07,6.49e-07,7.72e-07,,,
,21.0,H,-0.096985,0.799159,-0.082704,-2.97e-07,-4.7e-07,2.97e-07,,,
,21.0,H,0.316416,1.315287,-1.720227,-1.24e-07,-1.225e-06,-6.49e-07,,,
,21.0,H,2.016422,1.645074,-0.129209,-7e-08,-5.77e-07,6.82e-07,,,
,21.0,H,4.226837,2.265352,0.698879,3.7e-07,7.48e-07,3.62e-07,,,
,21.0,H,5.70472,-1.641674,-0.253369,-1.82e-07,-2.96e-07,-1.97e-07,,,
,21.0,H,3.479431,-2.272216,-1.090448,2.43e-07,2.31e-07,1.75e-07,,,
,,,,,,,,,,,
Carbophenthion_rdkit_conf_21.log,39.0,C,4.886802,-1.889487,-2.042582,-1.202e-06,-1.717e-06,-3.532e-06,-2539.47323313,0.0,False
,39.0,C,4.08379,-1.768584,-0.732312,-1.6245e-05,-1.042e-06,1.886e-06,,,
,39.0,O,3.25305,-0.598929,-0.8176,1.1787e-05,-4.94e-07,-6.951e-06,,,
,39.0,P,2.536946,-0.1602,0.654277,-1.205e-06,-1.1049e-05,1.4108e-05,,,
,39.0,S,3.670661,-0.317699,2.283754,4.409e-06,1.402e-06,-5.226e-06,,,
,39.0,O,2.039581,1.380853,0.176444,1.2622e-05,2.3605e-05,-1.404e-06,,,
,39.0,C,3.081233,2.370087,0.260204,-5.487e-06,-1.3443e-05,7.63e-07,,,
,39.0,C,2.450977,3.751819,-0.002944,-1.865e-06,-3.114e-06,-3.38e-07,,,
,39.0,S,0.675252,-1.174003,0.591561,-9.36e-07,-3.935e-06,5.369e-06,,,
,39.0,C,0.148584,-0.760101,-1.095404,3.489e-06,2.51e-06,-4.614e-06,,,
,39.0,S,-0.829162,0.737715,-1.334697,-8.247e-06,-1.95e-06,-2.337e-06,,,
,39.0,C,-2.426747,0.288701,-0.713076,3.879e-06,9.3e-06,1.1534e-05,,,
,39.0,C,-2.752783,-0.908508,-0.083427,8.153e-06,2.661e-06,-5.271e-06,,,
,39.0,C,-4.044451,-1.151057,0.364905,-8.09e-06,-1.8e-06,-4.7e-06,,,
,39.0,C,-5.022445,-0.188128,0.185764,1.362e-06,-1.536e-06,9.797e-06,,,
,39.0,Cl,-6.68235,-0.496106,0.758977,-9.46e-07,-7.27e-07,-2.5e-07,,,
,39.0,C,-4.723075,1.019183,-0.436791,5.938e-06,6.446e-06,-5.05e-06,,,
,39.0,C,-3.434926,1.246014,-0.878664,-3.472e-06,-8.873e-06,-6.381e-06,,,
,39.0,H,5.517252,-1.016604,-2.180912,1.341e-06,1.182e-06,-8.11e-07,,,
,39.0,H,4.216499,-1.971914,-2.892706,-3.88e-07,-4.19e-07,-4e-09,,,
,39.0,H,5.516486,-2.773448,-2.007226,-1.479e-06,-2.029e-06,-2.25e-07,,,
,39.0,H,4.766999,-1.701247,0.123349,2.68e-06,7.58e-07,-1.58e-06,,,
,39.0,H,3.470066,-2.667822,-0.591199,-7.28e-07,-2.067e-06,2.706e-06,,,
,39.0,H,3.862994,2.170661,-0.483385,-4.87e-07,2.069e-06,-9.62e-07,,,
,39.0,H,3.554515,2.354699,1.249822,2.86e-07,2.548e-06,3.213e-06,,,
,39.0,H,1.690781,3.967592,0.741408,6.64e-07,-4.36e-07,-1.552e-06,,,
,39.0,H,1.991673,3.776881,-0.986342,-1.056e-06,-5.83e-07,-2.73e-07,,,
,39.0,H,3.216937,4.520055,0.045679,-4.92e-07,1.305e-06,7.46e-07,,,
,39.0,H,1.028745,-0.639656,-1.724207,-3.32e-06,1.134e-06,1.544e-06,,,
,39.0,H,-0.38768,-1.624598,-1.480625,-8.8e-08,2.488e-06,-2.683e-06,,,
,39.0,H,-2.009932,-1.675391,0.078052,-1.469e-06,-2.174e-06,7.01e-07,,,
,39.0,H,-4.284553,-2.087058,0.853606,5.35e-07,9.3e-08,1.76e-07,,,
,39.0,H,-5.493334,1.768009,-0.572294,-6e-09,-6.22e-07,5.29e-07,,,
,39.0,H,-3.20252,2.185428,-1.364442,6.3e-08,5.09e-07,1.071e-06,,,
,,,,,,,,,,,
Carbophenthion_rdkit_conf_22.log,19.0,C,-2.583198,3.438813,-1.982815,7.874e-06,5.322e-06,-4.689e-06,-2539.4736807,0.0,False
,19.0,C,-1.934754,2.187289,-1.36022,3.498e-06,-8.013e-06,1.268e-05,,,
,19.0,O,-2.98218,1.380338,-0.792597,-2.784e-06,-1.855e-06,1.891e-06,,,
,19.0,P,-2.44252,-0.105701,-0.203285,4.9059e-05,-4.3535e-05,-2.9144e-05,,,
,19.0,S,-1.153524,-1.144438,-1.321093,-1.4039e-05,3.6e-06,9.01e-06,,,
,19.0,O,-3.997842,-0.734714,-0.024747,-2.0276e-05,1.4292e-05,5.343e-06,,,
,19.0,C,-4.018025,-2.151024,0.227025,2.981e-06,1.8205e-05,-6.796e-06,,,
,19.0,C,-5.483853,-2.623284,0.173536,1.0232e-05,1.991e-06,-1.951e-06,,,
,19.0,S,-1.888374,0.306651,1.815499,-1.6956e-05,4.367e-06,2.162e-05,,,
,19.0,C,-0.129607,-0.08233,1.701648,4.72e-06,3.37e-07,2.565e-06,,,
,19.0,S,0.888058,1.383057,1.359702,-1.0175e-05,-2.548e-06,-5.385e-06,,,
,19.0,C,2.355544,0.604172,0.717596,-5.06e-07,1.5433e-05,6.69e-06,,,
,19.0,C,3.590683,0.931636,1.272228,1.2368e-05,-9.606e-06,3.464e-06,,,
,19.0,C,4.767357,0.398821,0.768096,-1.4429e-05,-5.854e-06,-1.7426e-05,,,
,19.0,C,4.701932,-0.47956,-0.303317,3.834e-06,1.8344e-05,2.3713e-05,,,
,19.0,Cl,6.206376,-1.179972,-0.956434,-5.361e-06,-2.863e-06,-6.515e-06,,,
,19.0,C,3.483779,-0.819737,-0.87799,1.5034e-05,-5.793e-06,8.63e-07,,,
,19.0,C,2.318765,-0.269248,-0.370398,-1.6781e-05,-3.603e-06,-1.4556e-05,,,
,19.0,H,-3.283366,3.152438,-2.761447,-1.36e-06,-1.58e-07,-2.033e-06,,,
,19.0,H,-1.815547,4.072441,-2.41688,-6.42e-07,3.86e-07,8.98e-07,,,
,19.0,H,-3.117291,4.004027,-1.225241,-1.841e-06,-1.319e-06,1.39e-06,,,
,19.0,H,-1.213645,2.487257,-0.588867,-1.63e-06,4.53e-07,-4.428e-06,,,
,19.0,H,-1.383673,1.628472,-2.126644,1.27e-07,1.319e-06,1.904e-06,,,
,19.0,H,-3.420924,-2.689595,-0.519195,-1.063e-06,4.31e-07,-1.976e-06,,,
,19.0,H,-3.592875,-2.373791,1.21422,6.1e-08,-1.658e-06,1.231e-06,,,
,19.0,H,-5.533111,-3.690301,0.369111,-5.178e-06,1.136e-06,6.53e-07,,,
,19.0,H,-5.90714,-2.426373,-0.806524,-2.166e-06,-1.725e-06,-1.56e-06,,,
,19.0,H,-6.076099,-2.102274,0.919494,-2.69e-07,2.14e-06,-1.42e-07,,,
,19.0,H,0.014297,-0.827781,0.918463,-1.734e-06,3.211e-06,-2.057e-06,,,
,19.0,H,0.165496,-0.535708,2.646191,-2.31e-07,6.11e-07,-7.04e-07,,,
,19.0,H,3.638993,1.614951,2.11135,-1.921e-06,1.95e-06,8.45e-07,,,
,19.0,H,5.723634,0.65762,1.20431,1.146e-06,1.178e-06,1.565e-06,,,
,19.0,H,3.450629,-1.500913,-1.718829,-5.42e-07,4.91e-07,-1.62e-07,,,
,19.0,H,1.369912,-0.528013,-0.830179,8.948e-06,-6.663e-06,3.198e-06,,,
,,,,,,,,,,,
Carbophenthion_rdkit_conf_23.log,28.0,C,3.470139,1.819608,-3.132135,-1.859e-06,1.814e-06,-1.154e-06,-2539.47356002,0.0,False
,28.0,C,2.859121,1.630688,-1.729908,-1.376e-06,1.455e-06,1.57e-06,,,
,28.0,O,3.172833,0.302135,-1.279701,4.537e-06,-4.421e-06,-6.88e-06,,,
,28.0,P,2.762119,0.022955,0.335732,-1.1563e-05,-7.6e-08,-4.13e-07,,,
,28.0,S,3.146491,1.467827,1.655229,-1.485e-06,5.524e-06,-5.532e-06,,,
,28.0,O,3.655026,-1.379079,0.599809,5.135e-06,-3.306e-06,1.0051e-05,,,
,28.0,C,3.517312,-2.394521,-0.41239,-6.859e-06,5.862e-06,-7.4e-08,,,
,28.0,C,4.400611,-3.588752,-2.3e-05,-3.123e-06,-2.297e-06,3.506e-06,,,
,28.0,S,0.73052,-0.621744,0.200699,6.018e-06,-5.456e-06,-8.659e-06,,,
,28.0,C,0.015616,0.475922,1.44927,5.839e-06,6.56e-07,4.366e-06,,,
,28.0,S,-1.137025,1.728259,0.85575,-6.4e-08,-2.098e-06,3.085e-06,,,
,28.0,C,-2.583796,0.794632,0.437273,-1.0492e-05,-1.4174e-05,1.9792e-05,,,
,28.0,C,-2.717647,-0.587185,0.532041,-6.305e-06,1.361e-06,-2.6255e-05,,,
,28.0,C,-3.904047,-1.2159,0.178651,1.997e-05,1.4394e-05,4.113e-06,,,
,28.0,C,-4.970037,-0.458479,-0.275389,-1.3523e-05,-1.5578e-05,1.4565e-05,,,
,28.0,Cl,-6.494917,-1.262132,-0.731323,2.714e-06,1.524e-06,9e-08,,,
,28.0,C,-4.863383,0.924293,-0.380741,-8.321e-06,3.412e-06,-2.1255e-05,,,
,28.0,C,-3.677593,1.535886,-0.025337,2.2872e-05,1.4618e-05,6.573e-06,,,
,28.0,H,4.548481,1.700556,-3.09261,-3.61e-07,6.15e-07,2.43e-07,,,
,28.0,H,3.240958,2.814944,-3.500778,-4.78e-07,-4.28e-07,5.31e-07,,,
,28.0,H,3.063937,1.088122,-3.824001,6.7e-07,-1.13e-06,-1.47e-06,,,
,28.0,H,1.771856,1.774781,-1.777922,2.48e-07,4.3e-08,-3.77e-07,,,
,28.0,H,3.261159,2.382341,-1.039291,8.53e-07,2.1e-06,-8.57e-07,,,
,28.0,H,3.832234,-2.01949,-1.392567,3.203e-06,-8.97e-07,5.35e-07,,,
,28.0,H,2.473753,-2.720967,-0.499804,-4.79e-07,-9.68e-07,-1.873e-06,,,
,28.0,H,4.320127,-4.378425,-0.741174,-7.3e-08,-2.045e-06,-6.1e-07,,,
,28.0,H,5.439006,-3.280814,0.073279,9.1e-07,3.47e-07,1.461e-06,,,
,28.0,H,4.084455,-3.977659,0.962974,-1.531e-06,1.96e-07,2.19e-07,,,
,28.0,H,-0.441314,-0.124299,2.232464,3.526e-06,1.518e-06,1.725e-06,,,
,28.0,H,0.840257,1.035286,1.907907,-5.737e-06,6.77e-07,7.01e-07,,,
,28.0,H,-1.901573,-1.203793,0.878969,-7.57e-07,-3.68e-07,5.94e-07,,,
,28.0,H,-3.994798,-2.292105,0.256751,-1.354e-06,-6.14e-07,-7.78e-07,,,
,28.0,H,-5.701735,1.509831,-0.736743,8.13e-07,-5.39e-07,2.364e-06,,,
,28.0,H,-3.595412,2.612532,-0.106515,-1.569e-06,-1.718e-06,1.05e-07,,,
,,,,,,,,,,,
Carbophenthion_rdkit_conf_24.log,22.0,C,5.803075,1.594523,1.527587,-1.875e-06,-3.7e-08,1.384e-06,-2539.47201461,0.0,False
,22.0,C,4.632296,1.332942,0.559376,1.717e-06,1.287e-06,6.3e-07,,,
,22.0,O,3.795418,0.317625,1.143058,1.276e-06,-1.069e-06,-1.092e-06,,,
,22.0,P,2.517939,-0.207425,0.175754,-8.426e-06,8.979e-06,3.224e-06,,,
,22.0,S,1.449049,-1.659085,1.028717,-4.78e-07,-1.88e-06,-1.451e-06,,,
,22.0,O,3.303223,-0.546249,-1.280981,4.249e-06,-2.502e-06,2.022e-06,,,
,22.0,C,3.652117,-1.929833,-1.467718,3.77e-07,-1.013e-06,-3.85e-07,,,
,22.0,C,4.960518,-2.324503,-0.744176,-1.636e-06,6.1e-08,1.435e-06,,,
,22.0,S,1.471666,1.560225,-0.390594,3.8e-06,-2.231e-06,-7.69e-07,,,
,22.0,C,-0.191407,1.058987,0.103179,-4.8e-07,-2.063e-06,-3.966e-06,,,
,22.0,S,-1.283272,0.984239,-1.337976,9.02e-07,-1.9e-08,8.8e-08,,,
,22.0,C,-2.831772,0.51227,-0.618235,1.891e-06,2.392e-06,-6.444e-06,,,
,22.0,C,-3.92437,0.458832,-1.49177,-5.098e-06,-1.02e-06,2.266e-06,,,
,22.0,C,-5.181748,0.098338,-1.049746,3.624e-06,-1.409e-06,3.766e-06,,,
,22.0,C,-5.362686,-0.21644,0.292857,-2.677e-06,1.868e-06,-7.232e-06,,,
,22.0,Cl,-6.982088,-0.680412,0.87794,3.312e-06,2.73e-07,1.986e-06,,,
,22.0,C,-4.299246,-0.172963,1.177975,-5.487e-06,-1.636e-06,1.22e-06,,,
,22.0,C,-3.039752,0.189824,0.719541,4.252e-06,-8.39e-07,4.682e-06,,,
,22.0,H,6.383557,0.688523,1.671554,-2.7e-07,-2.79e-07,-5.4e-07,,,
,22.0,H,6.451114,2.365416,1.121211,7.86e-07,-1e-09,5e-09,,,
,22.0,H,5.428354,1.923777,2.491804,1.22e-07,5.34e-07,-7.1e-08,,,
,22.0,H,5.019508,1.014834,-0.415354,2.68e-07,2.46e-07,-6.42e-07,,,
,22.0,H,4.068588,2.260928,0.404569,8.9e-08,-6.19e-07,-2.81e-07,,,
,22.0,H,3.775029,-2.065501,-2.546503,-2.79e-07,-7.67e-07,-5.23e-07,,,
,22.0,H,2.838982,-2.585992,-1.134436,1.97e-07,6.91e-07,-1.96e-07,,,
,22.0,H,5.782546,-1.694783,-1.069966,2.43e-07,5.75e-07,-3.2e-08,,,
,22.0,H,4.852943,-2.228892,0.332465,-5.6e-08,-2e-07,-3.4e-07,,,
,22.0,H,5.202112,-3.35736,-0.974216,4.72e-07,-4.95e-07,2.66e-07,,,
,22.0,H,-0.569489,1.772699,0.832627,2.11e-07,1.97e-07,5.49e-07,,,
,22.0,H,-0.118778,0.081206,0.592965,-2.049e-06,1.56e-07,1.128e-06,,,
,22.0,H,-3.783863,0.704973,-2.536808,3.09e-07,1.96e-07,2.38e-07,,,
,22.0,H,-6.018695,0.061116,-1.735647,-4.86e-07,7.6e-08,-1.2e-07,,,
,22.0,H,-4.448339,-0.421892,2.221228,4.74e-07,2.07e-07,-3.26e-07,,,
,22.0,H,-2.22753,0.210402,1.431028,7.25e-07,3.44e-07,-4.82e-07,,,
,,,,,,,,,,,
Carbophenthion_rdkit_conf_25.log,21.0,C,4.192611,-1.152199,-3.151111,6.18e-07,8.96e-07,-1.375e-06,-2539.47415502,0.0,False
,21.0,C,4.151519,-0.935501,-1.625538,-3.372e-06,6.851e-06,-3.868e-06,,,
,21.0,O,2.941896,-0.223151,-1.306938,1.2783e-05,-3.53e-06,2.832e-06,,,
,21.0,P,2.641313,-0.108472,0.351353,-3.378e-06,-1.6e-06,5.226e-06,,,
,21.0,S,3.031342,-1.696618,1.491947,1.581e-06,9.71e-07,-1.957e-06,,,
,21.0,O,3.562854,1.239698,0.773803,-9.36e-07,-5.56e-06,-4.164e-06,,,
,21.0,C,3.354433,2.407334,-0.041459,-3.085e-06,1.562e-06,-4.2e-08,,,
,21.0,C,4.351661,3.489362,0.418454,1.608e-06,8.2e-07,1.978e-06,,,
,21.0,S,0.622433,0.561696,0.290702,-6.01e-07,4.109e-06,2.166e-06,,,
,21.0,C,-0.109161,-0.696066,1.36882,-1.175e-06,-5.724e-06,1.942e-06,,,
,21.0,S,-1.246405,-1.859974,0.594533,-4.25e-06,1.1253e-05,-7.224e-06,,,
,21.0,C,-2.687865,-0.879804,0.276272,-1.2654e-05,2.123e-05,-2.555e-06,,,
,21.0,C,-3.768068,-1.552858,-0.307082,1.5999e-05,3.066e-06,6.375e-06,,,
,21.0,C,-4.949126,-0.900822,-0.600725,-1.647e-06,-1.3761e-05,1.045e-06,,,
,21.0,C,-5.064923,0.454271,-0.30919,-5.123e-06,7.54e-06,-4.247e-06,,,
,21.0,Cl,-6.584082,1.309686,-0.68302,2.516e-06,-6.86e-07,1.519e-06,,,
,21.0,C,-4.012566,1.14449,0.267054,1.0321e-05,2.915e-06,4.953e-06,,,
,21.0,C,-2.830737,0.475671,0.556493,-1.481e-06,-2.6191e-05,2.454e-06,,,
,21.0,H,3.335576,-1.735985,-3.472386,-6.59e-07,5.5e-08,-7.76e-07,,,
,21.0,H,4.177923,-0.19881,-3.670317,2.72e-07,-1.58e-07,-5.33e-07,,,
,21.0,H,5.099894,-1.683904,-3.421869,-3.07e-07,4.8e-08,-3.6e-07,,,
,21.0,H,4.183419,-1.901492,-1.107065,-3.81e-07,-2.982e-06,1.275e-06,,,
,21.0,H,5.032581,-0.363592,-1.30798,-2.175e-06,-2.014e-06,5.49e-07,,,
,21.0,H,3.512283,2.183358,-1.102822,-6.53e-07,2.648e-06,4.74e-07,,,
,21.0,H,2.329307,2.781662,0.067572,-4.01e-07,2.608e-06,8e-08,,,
,21.0,H,4.19125,3.729122,1.465018,6.66e-07,-1.76e-07,3.32e-07,,,
,21.0,H,4.215744,4.390146,-0.172726,-2.8e-07,-1.61e-07,-1.88e-07,,,
,21.0,H,5.37192,3.139573,0.29495,5.52e-07,-6.29e-07,2.9e-07,,,
,21.0,H,0.7099,-1.309171,1.763612,-7.18e-07,-4.568e-06,-2.728e-06,,,
,21.0,H,-0.581339,-0.204554,2.216187,4.33e-06,-1.339e-06,3.788e-06,,,
,21.0,H,-3.678563,-2.607953,-0.53355,-3.55e-07,6.72e-07,-1.209e-06,,,
,21.0,H,-5.776811,-1.433736,-1.051677,8.04e-07,2.162e-06,-6.1e-08,,,
,21.0,H,-4.110305,2.19963,0.489891,-1.963e-06,-2.356e-06,-4.81e-07,,,
,21.0,H,-2.025658,1.040831,1.002436,-6.456e-06,2.027e-06,-5.509e-06,,,
,,,,,,,,,,,
Carbophenthion_rdkit_conf_3.log,22.0,C,6.063313,2.169834,-0.029511,2.69e-07,1.17e-06,2.436e-06,-2539.47511821,0.0,False
,22.0,C,4.900008,1.360847,0.576741,2.517e-06,-4.57e-06,-1.515e-06,,,
,22.0,O,4.002486,1.00428,-0.491605,-2.15e-06,1.348e-06,-3.622e-06,,,
,22.0,P,2.604065,0.232005,0.047217,-2.309e-06,1.3171e-05,-3.51e-07,,,
,22.0,S,1.585894,1.053855,1.550434,2.407e-06,-1.3402e-05,1.2224e-05,,,
,22.0,O,3.287729,-1.29044,0.321694,-1.159e-06,-2.281e-06,-7.668e-06,,,
,22.0,C,2.391129,-2.213707,0.962592,1.305e-06,-1.491e-06,3.162e-06,,,
,22.0,C,3.185879,-3.484115,1.322793,1.299e-06,1.076e-06,-1.46e-06,,,
,22.0,S,1.607997,0.033655,-1.822333,8.595e-06,-2.18e-07,1.219e-06,,,
,22.0,C,-0.066704,0.434941,-1.279733,-6.575e-06,-3.526e-06,1.194e-06,,,
,22.0,S,-1.106027,-1.04682,-1.235377,3.316e-06,2.511e-06,2.427e-06,,,
,22.0,C,-2.646964,-0.420538,-0.625567,-1.0481e-05,-1.2054e-05,-5.43e-06,,,
,22.0,C,-3.676288,-1.357808,-0.478979,7.62e-06,5.898e-06,8.523e-06,,,
,22.0,C,-4.923375,-0.98974,-0.014517,-1.874e-06,7.161e-06,-8.851e-06,,,
,22.0,C,-5.157779,0.3414,0.31334,-6.013e-06,-1.0613e-05,-3.314e-06,,,
,22.0,Cl,-6.764054,0.830751,0.913262,3.59e-07,-2.53e-07,1.095e-06,,,
,22.0,C,-4.157485,1.288718,0.177927,1.0215e-05,3.492e-06,6.955e-06,,,
,22.0,C,-2.908099,0.904768,-0.290775,-4.638e-06,4.148e-06,-3.577e-06,,,
,22.0,H,5.688846,3.071325,-0.504527,1.892e-06,3.25e-07,-3.94e-07,,,
,22.0,H,6.588249,1.577245,-0.772406,-1.18e-06,9.61e-07,8.11e-07,,,
,22.0,H,6.762259,2.450372,0.752778,6.98e-07,-1.16e-06,8.14e-07,,,
,22.0,H,5.289933,0.462376,1.070717,-2.174e-06,9.58e-07,-1.314e-06,,,
,22.0,H,4.382211,1.959529,1.336469,-2.766e-06,-6.01e-07,1.248e-06,,,
,22.0,H,1.561015,-2.47527,0.293545,-3.98e-07,4.73e-07,-1.383e-06,,,
,22.0,H,1.957032,-1.77265,1.868611,1.394e-06,1.365e-06,9.09e-07,,,
,22.0,H,3.995393,-3.242284,2.004516,-8.3e-08,-1.286e-06,-1.801e-06,,,
,22.0,H,3.606723,-3.932893,0.428268,1.252e-06,1.826e-06,6.29e-07,,,
,22.0,H,2.529296,-4.204954,1.800753,-9.92e-07,-1.294e-06,1.401e-06,,,
,22.0,H,-0.478092,1.172328,-1.965726,7.96e-07,5.38e-07,-2.13e-06,,,
,22.0,H,-0.00439,0.893955,-0.28766,-8.27e-07,6.38e-06,-3.953e-06,,,
,22.0,H,-3.494191,-2.394132,-0.734476,-5.58e-07,-5.1e-07,-6.5e-07,,,
,22.0,H,-5.711167,-1.724514,0.094309,-4.89e-07,-3e-08,1.511e-06,,,
,22.0,H,-4.348183,2.322908,0.436134,-1.1e-07,-9.63e-07,2.66e-07,,,
,22.0,H,-2.146355,1.66443,-0.385182,8.42e-07,1.452e-06,5.9e-07,,,
,,,,,,,,,,,
Carbophenthion_rdkit_conf_4.log,22.0,C,-3.18655,-3.483787,1.323884,1.59e-07,-2.88e-07,-2.048e-06,-2539.47511821,0.0,False
,22.0,C,-2.391576,-2.213646,0.963242,1.026e-06,1.678e-06,2.039e-06,,,
,22.0,O,-3.288017,-1.290434,0.32203,-4.19e-07,4.5e-08,-9.09e-07,,,
,22.0,P,-2.604111,0.231825,0.047132,-5.104e-06,-1.3605e-05,-9.41e-07,,,
,22.0,S,-1.585935,1.054056,1.550152,4.945e-06,4.878e-06,1.0714e-05,,,
,22.0,O,-4.00237,1.00419,-0.491965,-4.531e-06,4.56e-06,-5.361e-06,,,
,22.0,C,-4.899848,1.361306,0.57624,7.2e-08,7.68e-07,-1.8e-07,,,
,22.0,C,-6.062336,2.17139,-0.030109,1.555e-06,-1.766e-06,7.46e-07,,,
,22.0,S,-1.607959,0.032686,-1.822292,-2.069e-06,-3.02e-07,-4.39e-06,,,
,22.0,C,0.066688,0.434268,-1.279793,-6.13e-07,-2.235e-06,-3.237e-06,,,
,22.0,S,1.106249,-1.047333,-1.23542,3.07e-07,5.733e-06,2.681e-06,,,
,22.0,C,2.647057,-0.420768,-0.625581,-3.684e-06,1.467e-06,-2.17e-07,,,
,22.0,C,3.676625,-1.357828,-0.479195,3.3e-07,-7.71e-07,1.713e-06,,,
,22.0,C,4.923629,-0.98954,-0.014722,1.428e-06,-8.3e-07,-4.848e-06,,,
,22.0,C,5.157727,0.341615,0.313356,-2.211e-06,8.23e-07,-8.95e-07,,,
,22.0,Cl,6.76391,0.831234,0.913306,6.01e-07,1.55e-07,8.37e-07,,,
,22.0,C,4.157213,1.288704,0.178141,2.6e-07,4.25e-07,2.629e-06,,,
,22.0,C,2.907884,0.904527,-0.290567,1.041e-06,1.714e-06,-2.335e-06,,,
,22.0,H,-3.607443,-3.932824,0.429512,7.49e-07,-2.08e-06,-3.7e-08,,,
,22.0,H,-3.996042,-3.241561,2.005491,-7.76e-07,1.104e-06,-1.243e-06,,,
,22.0,H,-2.530106,-4.204562,1.802132,-3.85e-07,1.109e-06,1.61e-06,,,
,22.0,H,-1.561513,-2.475595,0.294281,-1.43e-07,1.656e-06,-2.074e-06,,,
,22.0,H,-1.957391,-1.772367,1.869112,8.46e-07,-4.29e-07,-8.22e-07,,,
,22.0,H,-5.290634,0.463047,1.069927,-1.74e-07,8.86e-07,2.037e-06,,,
,22.0,H,-4.381748,1.959402,1.336224,1.149e-06,9.69e-07,-1.496e-06,,,
,22.0,H,-5.686904,3.072317,-0.505435,3.37e-07,1.768e-06,3.45e-07,,,
,22.0,H,-6.588032,1.579179,-0.772766,3.36e-07,-9.9e-07,-1.188e-06,,,
,22.0,H,-6.760869,2.45295,0.752182,-2.51e-07,-1.34e-06,5.81e-07,,,
,22.0,H,0.477926,1.171693,-1.965837,3.604e-06,-1.476e-06,1.783e-06,,,
,22.0,H,0.004306,0.89332,-0.287751,6.57e-07,-2.073e-06,3.245e-06,,,
,22.0,H,3.494759,-2.394148,-0.73487,-2.19e-07,-6.99e-07,-2.14e-07,,,
,22.0,H,5.711607,-1.724136,0.093956,-5.77e-07,-4.64e-07,9.76e-07,,,
